timestep,field_energy,max_E,max_B,total_flux,avg_lorentz_force,charge_rms,current_rms,maxwell_violation
0,7.192636431e-06,0.003082207188,0,0,0.0001015721355,0.003246556329,0.003246556328,0.04066163278
1,0.0007172906139,0.03074770875,0,0,0.001025110618,0.003241278944,0.003241271859,0.03939057191
2,0.0007095298981,0.03062784829,0,0,0.001031222978,0.003227363695,0.003227271413,0.03922733883
3,0.0006954187805,0.03104344948,0,0,0.001019884147,0.003205201473,0.003204776197,0.03896893313
4,0.0006756381697,0.03105993963,0,0,0.0009914002219,0.003175396225,0.003174143355,0.03862210925
5,0.0006511040247,0.03066051004,0,0,0.0009473536538,0.003138731731,0.003135874202,0.03819559845
6,0.0006228876099,0.02983930947,0,0,0.0008904293776,0.003096120824,0.003090600527,0.03769955088
7,0.0005921227198,0.02860387751,0,0,0.0008240735356,0.003048551443,0.003039082897,0.037144954
8,0.0005599228152,0.02697273243,0,0,0.000752110366,0.00299703585,0.002982185218,0.03654308706
9,0.000527304821,0.02553390522,0,0,0.0006783237503,0.002942559809,0.002920852598,0.03590497595
10,0.0004951354519,0.02426119744,0,0,0.0006142682174,0.002886040745,0.002856086431,0.03524094451
11,0.0004640915534,0.02385345495,0,0,0.0005725021278,0.002828294982,0.002788930793,0.03456026826
12,0.000434651668,0.02372912695,0,0,0.0005287286324,0.002770017961,0.002720411969,0.03387095684
13,0.0004071010348,0.02320750191,0,0,0.0004842879551,0.002711776484,0.002651517625,0.03317966936
14,0.0003815560321,0.02233353864,0,0,0.0004402610567,0.00265400924,0.002583185676,0.03249170564
15,0.0003579978578,0.02115874548,0,0,0.0003973242061,0.002597043639,0.002516215028,0.03181117802
16,0.0003363136355,0.0197832449,0,0,0.0003559509067,0.002541110014,0.00245128185,0.03114113988
17,0.0003163329499,0.01887476425,0,0,0.0003167225043,0.002486366582,0.00238892113,0.03048384128
18,0.000297866345,0.01776238249,0,0,0.0002824602628,0.002432922747,0.002329533036,0.0298409576
19,0.0002807342812,0.01748887019,0,0,0.000260669678,0.002380862175,0.002273369651,0.02921382502
20,0.0002647877965,0.01737014573,0,0,0.0002406889189,0.002330258426,0.00222055131,0.02860359654
21,0.0002499110393,0.01691465771,0,0,0.0002226746227,0.002281182329,0.002171068949,0.02801132189
22,0.0002360276922,0.01616785458,0,0,0.0002056897999,0.002233707053,0.002124833899,0.0274379987
23,0.0002230930179,0.01560912986,0,0,0.0001888185728,0.002187906197,0.002081696109,0.02688455954
24,0.0002110818143,0.01494168778,0,0,0.000171971198,0.002143848785,0.002041457437,0.02635183099
25,0.0001999814076,0.0143085483,0,0,0.0001556551033,0.002101591156,0.002003892297,0.02584045084
26,0.0001897796759,0.0136050615,0,0,0.0001404892894,0.0020611736,0.00196876217,0.02535085122
27,0.0001804576572,0.01295083728,0,0,0.0001302373626,0.00202261384,0.001935829119,0.0248831973
28,0.000171985542,0.01266333403,0,0,0.0001224327693,0.001985904826,0.001904866342,0.02443737353
29,0.0001643212765,0.01244304687,0,0,0.0001157054236,0.001951016296,0.001875666715,0.02401301009
30,0.000157408458,0.01240817487,0,0,0.0001093141776,0.001917895001,0.001848042067,0.0236094909
31,0.0001511823034,0.01225061306,0,0,0.0001028672376,0.001886467644,0.001821828137,0.02322598322
32,0.0001455699221,0.01196577535,0,0,9.640845028e-05,0.00185664431,0.00179687773,0.02286147668
33,0.000140495553,0.0115516338,0,0,8.994679022e-05,0.001828323986,0.001773064164,0.02251484139
